,val_loss,val_acc,loss,acc
0,4.235352516174316,0.20991151034832,1.8433437155394314,0.5018143057823181
1,3.967149019241333,0.20991151034832,0.9796824425720031,0.6211169362068176
2,3.92881178855896,0.20672565698623657,0.8404312347329732,0.6775820851325989
3,2.958592414855957,0.23575221002101898,0.7972833012435191,0.6928931474685669
4,1.5487236976623535,0.45486724376678467,0.7410021469924121,0.7179396152496338
5,0.7027165293693542,0.5511504411697388,0.7031962301037102,0.7314806580543518
6,1.9341610670089722,0.4817699193954468,0.6704374532202027,0.7469687461853027
7,1.0323253870010376,0.7228318452835083,0.6403164561633168,0.757323682308197
8,0.9380779266357422,0.7277876138687134,0.6147372365282725,0.7738738059997559
9,0.5236331820487976,0.7837167978286743,0.5926364647971812,0.7764403820037842
10,0.5681775808334351,0.7476106286048889,0.5691811812642464,0.7868837714195251
11,0.2563011944293976,0.7557522058486938,0.5591053660569628,0.7875033020973206
12,1.3761956691741943,0.7808849811553955,0.535676823019802,0.7953801155090332
13,1.9708853960037231,0.6499115228652954,0.5186125371390523,0.8072395920753479
14,0.2061031460762024,0.7911504507064819,0.49910868878005427,0.8116647601127625
15,0.4870317876338959,0.804955780506134,0.47595174632375037,0.8223736882209778
16,0.5920460820198059,0.7890265583992004,0.47412332224839554,0.8253827691078186
17,0.20534701645374298,0.835398256778717,0.45171349062224553,0.8302504420280457
18,0.98316890001297,0.8063716888427734,0.42320257770834757,0.8434374928474426
19,0.8762927055358887,0.7713274359703064,0.4370946896974044,0.8347641229629517
20,0.8890058994293213,0.7196460366249084,0.4201383432230809,0.8450305461883545
21,0.7257473468780518,0.791504442691803,0.4017328558711734,0.8523763418197632
22,0.1831417828798294,0.7893805503845215,0.3965107443158801,0.8571555018424988
23,0.7528927326202393,0.7883185744285583,0.38815897061440974,0.8598105907440186
24,0.9837920665740967,0.7161061763763428,0.3824422105412239,0.8626427054405212
25,0.008140822872519493,0.7561061978340149,0.3680701166845041,0.8665368556976318
26,0.23057667911052704,0.852389395236969,0.36037353233211133,0.8672448992729187
27,0.7654061317443848,0.7907964587211609,0.32610680090240574,0.8823789954185486
28,0.18165265023708344,0.8580530881881714,0.3375594085961889,0.8759182095527649
29,0.7763963937759399,0.8293805122375488,0.3232935517485642,0.8825559616088867
30,0.2003970742225647,0.8283185958862305,0.30800882811640856,0.8877776861190796
31,0.45689117908477783,0.8315044045448303,0.30531955883994927,0.8881316781044006
32,0.35909560322761536,0.7493805289268494,0.302611204953054,0.8896362781524658
33,0.7010176181793213,0.8120353817939758,0.30281994568899634,0.8911408185958862
34,0.3263964056968689,0.78725665807724,0.26437708465111276,0.9060978889465332
35,0.9406288862228394,0.8407079577445984,0.2840217354788444,0.8966280221939087
36,1.0368163585662842,0.8042477965354919,0.26130987656850796,0.9068059325218201
37,0.10708867013454437,0.8736283183097839,0.2616078166325901,0.9030887484550476
38,0.1520056426525116,0.8718584179878235,0.25481869779241667,0.9083989858627319
39,0.2060995101928711,0.861238956451416,0.245388732820351,0.9106115698814392
40,0.5965286493301392,0.878584086894989,0.2258042271173742,0.9180458188056946
41,0.4559711813926697,0.869734525680542,0.24766863028880126,0.9109655618667603
42,0.16433484852313995,0.8842477798461914,0.22769771171719724,0.9187538623809814
43,0.4610201418399811,0.8198230266571045,0.2336428120319522,0.9178688526153564
44,0.05609460175037384,0.8470796346664429,0.22115413657974717,0.9230020642280579
45,0.1754191517829895,0.843539834022522,0.21679479911882527,0.9212319850921631
46,0.5864794254302979,0.817699134349823,0.2258112474633736,0.9213204979896545
47,0.46774324774742126,0.8230088353157043,0.220313082628413,0.9199044108390808
48,0.0010908511467278004,0.8789380788803101,0.21610970543197155,0.9249491095542908
49,0.9009117484092712,0.7883185744285583,0.214460331021141,0.9242410659790039
